id,name,street_address,postal_code,latitude,longitude,city_id,category_id,stars,review_count,is_open,delivery,takeout,dinein,outdoor_seating,drivethrough,good_for_working_on_laptop,solo_dining,wheelchair_friendly,alcohol_beverage,healthy_food,fast_comfort_food,braille_menu,all_you_can_eat,coffee,dancing,catering,counter_service,pay_ahead,seating,breakfast,lunch,dinner,dessert,casual,romantic,formal,trendy,with_reservation,usually_a_wait,quick_visit,black_owned,women_led,veteran_led,entertainment,live_entertainment,lgbtq_friendly,fast_service,fireplace,rooftop_seating,sports,college_students,family_friendly,groups,locals,tourists,kids_friendly,wi_fi,bar_onsite,cash_only,checks,credit_cards,debit_cards,nfc_mobile_payments,recycling
fisherisland257560801400,Fisher Island Beach Club Restaurant, 15211 Fisher Island Dr,33109,25.7560586,-80.1400666,45,[37],4.7,18,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
fishermansne294782811263,Fisherman's Net, 500 S Ocean Shore Blvd,32136,29.478262,-81.1263275,450,"[40, 41, 28]",3.6,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fishermanspu280365824514,Fisherman's Pub, 9602 N Nebraska Ave,33612,28.036502,-82.4514719,3,[40],4.2,50,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
fishermensea265867818736,3 Fishermen Seafood, 5100 S Cleveland Ave #313,33907,26.5867157,-81.8736579,30,[37],3.1,15,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
fishfiestaxx281434822910,Fish Fiesta, 10865 Cross Creek Blvd,33647,28.1434224,-82.2910832,3,"[60, 28]",4.7,48,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fishheadsbar303934865097,Fish Heads Bar, 98 Harbor Blvd,32541,30.3934661,-86.50978289999999,270,[40],4.5,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
fishhouseres264145818989,Fish House Restaurant - Ft. Myers Beach, 7225 Estero Blvd,33931,26.4145029,-81.89890079999999,469,[28],3.9,28,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
fishmarketre257495802876,Fish Market & Restaurant, 2238 SW 57th Ave,33155,25.7495871,-80.28764199999999,2,[28],4.5,56,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fishmarketxx247134810930,Fish Market, 35 St,33050,24.7134283,-81.0930648,350,[28],4.5,18,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
fishmarketxx257678803741,109 Fish Market, 10910 W Flagler St suite 105-107,33174,25.7678243,-80.37412929999999,2,[41],4.4,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fishnthingsx261372801911,Fish N Things, 3291 W Sunrise Blvd,33311,26.1372301,-80.1911415,10,[28],2.7000000000000006,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fishotakeout260172801174,Fisho Take Out Sushi and Thai Inside Joe's Market, 900 N Ocean Dr,33019,26.0172833,-80.1174083,12,"[2, 4]",5.0,17,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
fishxxxxxxxx246278815942,Fish, 3100 Overseas Hwy,33040,24.627859,-81.594276,171,"[40, 24, 28]",4.6,186,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0
fissolgroupl258976803769,"Fissol Group, LLC", 10990 NW 138th St Unit #4,33018,25.8976603,-80.3769875,193,[42],5.0,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
fitbowlcodav279270824538,Fit Bowl Co. - Davis Islands, 214 E Davis Blvd,33606,27.927064,-82.45389899999999,3,[55],4.6,18,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0
fitexmealsxx279588825017,FitEx Meals, 1906 N Himes Ave,33607,27.9588179,-82.5017499,3,[55],4.8,58,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
fitfoodfresh263638800884,Fit Food Fresh, 129 NW 13th St #33,33432,26.3638104,-80.08840169999999,28,[60],4.8,228,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fitfoodzcafe264083802000,Fit Foodz Cafe, 9704 Clint Moore Rd,33496,26.4083333,-80.2,28,[37],4.6,165,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0
fitgoxxxxxxx258058803161,Fit2Go, 7342 NW 35th St,33122,25.80584,-80.316138,2,"[60, 55]",4.3,248,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fitlifefoods261077802520,Fitlife Foods Plantation, 1043 S University Dr,33324,26.1077599,-80.252078,32,[55],4.6,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fitlifefoods261561801165,Fitlife Foods Fort Lauderdale, 2414 N Federal Hwy,33305,26.1561797,-80.116552,10,[55],4.5,53,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fitlifefoods263674801260,Fitlife Foods Boca Raton, 2200 Glades Rd Suite 103A,33431,26.367484,-80.12605669999999,28,[55],4.4,68,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fitlifefoods279222823273,Fitlife Foods Brandon, 2946 Providence Lakes Blvd,33511,27.9222906,-82.3273196,22,[55],4.4,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fitlifefoods279274825054,Fitlife Foods South Tampa, 1902-B South Dale Mabry Highway Carriage Trade Plaza,33629,27.927474,-82.50545699999999,3,[55],4.6,44,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
fitlifefoods281835823545,Fitlife Foods Wesley Chapel, 1821 Bruce B Downs Blvd #111,33544,28.1835484,-82.354508,50,[55],4.5,54,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
fitlifefoods285974813644,Fitlife Foods Winter Park, 110 Orlando Ave,32789,28.5974423,-81.36444999999999,142,[55],4.2,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fitlifenutri287551813568,Fit Life Nutrition, 3895 Lake Emma Rd #109,32746,28.7551093,-81.35682779999999,240,[40],4.4,7,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fitmealsprep303242815187,Fit Meals Prep, 10916 Atlantic Blvd #22,32225,30.324221,-81.518776,1,[60],4.8,144,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fitstopeater278406827887,Fit Stop Eatery, 10763 Park Blvd N,33772,27.8406639,-82.78876489999999,217,[55],4.9,117,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
fituhealthyf257060804207,Fit4u Healthy Food & More, 13925 SW 66th St,33183,25.7060295,-80.4207296,2,[60],4.799999999999999,109,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
fiveboroughs286444813230,Five Boroughs Pizzeria, 1015 FL-436 Suite 109,32707,28.644459,-81.32305099999999,139,[26],4.1,34,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fiveguysxxxx261278817684,Five Guys, 3148 Tamiami Trail E,34112,26.1278459,-81.7684271,211,"[24, 27, 60]",4.6,48,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
fiveguysxxxx279321823250,Five Guys, 459 Brandon Town Center Dr,33511,27.932152,-82.32500399999999,22,"[24, 27, 60, 45]",3.0,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
fiveguysxxxx280688826304,Five Guys, 11622 Countryway Blvd,33626,28.068859,-82.630427,3,"[24, 27, 60, 45]",4.5,48,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fiveguysxxxx285982812131,Five Guys, 11891 University Blvd,32817,28.5982415,-81.21316879999999,4,"[24, 27]",4.2,28,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0
fivestarflav259286802000,Five Star Flavors, 16775 N Miami Ave,33169,25.9286717,-80.2000487,97,[37],3.4,8,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
fivestarliqu303252815654,Five Star Liquor Bar & Grill, 8350 Arlington Expy,32211,30.3252251,-81.56544579999999,1,[40],4.4,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fivestarpizz292848810845,Five Star Pizza, 294 N Nova Rd,32174,29.2848387,-81.0845471,90,"[27, 26, 19]",4.6,224,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fivethymesfi285639815907,Five Thymes Five, 426 W Plant St M,34787,28.56396,-81.590786,87,[37],3.6000000000000005,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fiwecaribbea267112800537,FIWE Caribbean Cuisine, 410 Evernia St Unit 108,33401,26.7112184,-80.0537829,18,[18],4.5,86,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0
fkyourdietca266262819411,FK Your Diet Cape Coral, 1402 Del Prado Blvd S,33990,26.6262383,-81.9411634,7,[37],4.3,164,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
flacosmidtow296526823450,Flaco's Midtown, 1702 NW 1st Ave,32603,29.652685,-82.345029,13,"[17, 18]",4.3,29,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flaglerbarpa294658812581,Flagler Bar & Package, 111 N State St,32110,29.465851,-81.25815999999999,541,[40],3.7,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flaglercharb257735803223,Flagler Charbroiled Hamburger, 7795 W Flagler St,33144,25.7735486,-80.32237429999999,2,[27],3.8,16,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
flaglerteaco294796811279,Flagler Tea Company, 208B S Central Ave,32136,29.4796009,-81.1279741,450,[32],4.9,16,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
flagsticksba290660810216,Flagsticks Bar and Grill, 6231 Palm Vista St,32128,29.0660341,-81.02161699999999,56,[37],4.6,18,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
flagtownburg266615818400,Flag Town Burguer, 3615 Palm Beach Blvd,33916,26.6615593,-81.8400417,30,[37],4.6,18,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
flajuicebowl303091816603,Fla Juice & Bowl, 1563 San Marco Blvd,32207,30.3091152,-81.6603277,1,[37],4.6,24,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
flambeafterd304486866146,Flambe After Dark, 5 Racetrack Rd NW,32547,30.4486817,-86.6146892,200,[37],4.9,58,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
flamecaffean257870801328,Flame Caffe and Grill., 447 Española Way,33139,25.7870429,-80.1328262,45,[40],3.1,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flamecraftba284108814623,Flamecraft Bar, 7007 Sea Harbor Dr,32821,28.4108554,-81.462351,4,[40],2.9,8,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
flametreebar283573815895,Flame Tree Barbeque, Unnamed Road,34747,28.357359,-81.5895129,43,[24],5.0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
flamingmoesx284790814677,Flaming Moe's, 6000 Universal Blvd,32819,28.4790282,-81.4677696,4,[40],4.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
flamingojoes301617857547,Flamingo Joe's Grill, 2304 Thomas Dr,32408,30.1617265,-85.75479759999999,121,[28],4.5,18,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flamingomini261754817171,Flamingo Mini Market, 5555 Golden Gate Pkwy,34116,26.1754264,-81.7171151,211,[52],4.2,148,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
flamingosxxx283806816143,Flamingos, 13279 Flamingo Crossings Blvd,34787,28.3806379,-81.6143216,87,[40],3.7,44,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
flamingseafo302999814059,Flaming Seafood and Shao Kao BBQ, 1289 Penman Rd,32250,30.2999,-81.40592199999999,186,[30],4.5,108,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flanaganspub270925824327,Flanagan's Pub, 761 U.S. 41 Bypass N,34285,27.0925392,-82.4327959,152,[40],4.2,78,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
flannaginsxx280193827649,Flannagins, Main St,34698,28.0193999,-82.76492859999999,119,[45],4.0,2,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
flaridersres303238817293,Fla Riders Restaurant & Lounge, 243 Edgewood Ave S,32254,30.3238911,-81.72936419999999,1,[40],4.3,140,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
flatbreadofe269365823362,Flatbread of Englewood, 1951 S McCall Rd,34223,26.9365096,-82.3362027,215,[26],4.1,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
flatdogdiner276469804189,Flat Dog Diner, 3300 Aviation Blvd,32960,27.6469256,-80.41897829999999,231,[37],4.9,8,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flattoplarry266436818708,Flat Top Larry's Diner, 2122 First St,33901,26.643641,-81.870899,30,[37],3.6,28,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
flavasrestau290246813060,Flava's Restaurant & Lunch, 223 W Voorhis Ave,32720,29.0246707,-81.30601779999999,96,[18],4.3,8,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
flavorikanxx303146815664,Flavorikan, 8629 Atlantic Blvd,32211,30.3146073,-81.5664659,1,[37],4.9,78,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
flavorpalett301893813815,Flavor Palette Sandwiches, 880 A1A N,32082,30.18936,-81.38153899999999,1,[37],4.5,23,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
flavorsbybra260984817390,Flavors By Brazil Restaurant, 8795 Tamiami Trail E #205,34113,26.0984729,-81.7390029,211,[37],4.8,18,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
flavorscarib261656801933,Flavors Caribbean Restaurant, 3413 W Oakland Park Blvd,33311,26.165657,-80.19333639999999,117,[18],4.4,38,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
flavorscarib265875800921,Flavor's Caribbean Restaurant, 3210 Lantana Rd,33462,26.5875548,-80.0921036,305,[18],4.2,254,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
flavorshouse296490816429,Flavors House of Wings, 1309 Reid St,32177,29.6490099,-81.64295709999999,333,[37],4.6,85,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
flavorsislan267346801192,Flavors Island Restaurant, 3897 Haverhill Rd Suite 126,33417,26.7346272,-80.1192805,18,[18],4.3,28,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
flavorsniger285038813765,Flavors Nigerian Restaurant, 3530 S Orange Ave,32806,28.5038204,-81.3765488,4,[12],3.6,258,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
flavorsresta303325816422,23 Flavors Restaurant, 853 A Philip Randolph Blvd,32206,30.3325273,-81.6422295,1,[28],4.0,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flavsbarbecu279948824351,Flav's Barbecue, 5208 N 22nd St suite b,33610,27.994819,-82.43515099999999,3,[30],4.1,242,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
fleekedbymal261219801351,FLEEKED by Mali - Brows & Lashes, 800 E Broward Blvd #400,33301,26.1219286,-80.1351962,10,[43],5.0,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fletcherscoc296552823314,Fletcher's Cocktail Lounge, 622 NW 5th Ave,32601,29.655238,-82.3314461,13,[40],4.4,178,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
flightdeckpu260785802436,Flight Deck Pub, Mary McCahill Dr,33314,26.0785129,-80.24367389999999,25,[40],3.1,18,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
