id,name,postal_code,latitude,longitude,city_id,category_id,stars,review_count,address,is_open,delivery,takeout,outdoor_seating,drivethrough,wheelchair_friendly,alcohol_beverage,dancing,catering,counter_service,seating,dogs_allowed,bike_parking,parking,breakfast,lunch,dinner,dessert,casual,romantic,formal,trendy,with_reservation,live_entertainment,groups,kids_friendly,wifi,bar_onsite,credit_cards
centralparkr280679823744,Central Park Restaurant,33637.0,28.0679593,-82.3744403,3,[37],4.0,15,13418 Telecom Dr,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
centralparkx399197753282,Central Park,19064.0,39.919738,-75.328284,374,[19],2.5,27,650 Baltimore Pike,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
centralperks277713826437,Central Perks Cafe,33701.0,27.7713188832,-82.6437295385,5,"[49, 19]",4.0,39,695 Central Ave,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
centralpizza278381827001,Central Pizza,33781.0,27.8381796,-82.7001667,76,[26],2.5,36,7280 49th St N,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
centreclubta279437825248,Centre Club - Tampa,33609.0,27.9437174305,-82.5248647705,3,[37],4.0,24,"123 S Westshore Blvd, Fl 8",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
centrocantin279605824415,Centro Cantina,33605.0,27.960583,-82.441572,3,"[59, 14]",3.0,107,1600 E 8th Ave,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
ceparanosnew284334826103,Ceparano's New York Style Pizza,34667.0,28.4334903563,-82.6103621136,327,"[48, 26, 47]",3.5,47,12350 County Line Rd,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
cepaswineand280817825391,Cepas Wine and Tapas Bar,33624.0,28.0817346652,-82.539145276,3,[48],4.0,63,5350 W Village Dr,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
cephashotsho279600824410,Cephas' Hot Shop,33605.0,27.9600504,-82.4410191,3,[18],4.0,28,1613 E 7th Ave,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
cerealholicc279614824427,Cerealholic Cafe and Bar,33605.0,27.9614157,-82.4427268,3,[48],4.5,41,1909 N 15th St,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cesaresatthe279665828225,Cesare's  At The Beach,33767.0,27.966561,-82.8225433,21,[19],4.5,331,794 S Gulfview Blvd,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
cesaresofnew279257825059,Cesare's of New York Pizzeria,33629.0,27.9257967,-82.5059063,3,[26],3.5,13,2117 S Dale Mabry Hwy,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
cesaresristo401028748430,Cesare's Ristorante,19007.0,40.1028366,-74.8430828,786,[26],3.0,65,1407 Radcliffe St,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
cesarinasita279161827604,Cesarina's Italian Deli,33771.0,27.9161159,-82.7604608,40,[26],5.0,25,2575 E Bay Dr,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
cetospizzaxx279452825173,Cetos Pizza,33609.0,27.9452068,-82.5173869,3,[26],1.0,7,4337 W Kennedy Blvd,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cevichekingp280256825743,Ceviche King Peruvian Food Truck,33615.0,28.0256194,-82.5743492,3,[48],4.5,6,8310 W Waters Ave,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cevichetapas279408824852,Ceviche Tapas Bar & Restaurant,33609.0,27.9408723,-82.4852045,3,[19],4.0,377,2500 W Azeele St,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
cevichetapas279610827160,Ceviche Tapas Bar & Restaurant,33759.0,27.961052,-82.716001,21,[19],4.0,46,2930 Gulf To Bay Blvd,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
chaiyothaicu278535823038,Chai Yo Thai Cuisine,33569.0,27.8535707,-82.3038748,26,"[32, 10, 48, 4]",4.0,128,11695 Boyette Rd,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
chakanasohox279420824832,Chakana Soho,33606.0,27.94204,-82.4832597,3,"[17, 19, 52]",4.0,50,223 S Howard Ave,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
chamobitesxx279979825827,Chamo bites,33615.0,27.9979958,-82.58271,3,"[48, 17, 52]",4.0,16,5425 Sheldon Rd,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
championsbbq278123826389,Champions BBQ,33703.0,27.812346,-82.638951,5,[37],3.5,31,4400 4th St N,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
championship402115747391,Championship Bar & Music Club,8611.0,40.2115554,-74.7391476,659,[48],3.0,7,931 Chambers St,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
championsspo279409824539,Champions Sports Bar,33602.0,27.9409384354,-82.4539652798,3,[37],3.0,97,700 South Florida Ave,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
chancysxxxxx280398821048,Chancy's,33563.0,28.039822,-82.104878,104,[28],4.0,13,2509 N Park Rd,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
changbistrox279860828267,Chang Bistro,33767.0,27.9860897,-82.8267141,21,[4],3.0,5,608 Mandalay Ave,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
channelsidex279434824475,Channelside,33602.0,27.9434725,-82.4475534,3,[37],3.0,56,615 Channelside Dr,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
chantaeurope279450824640,Chanta European Cuisine,33606.0,27.9450459565,-82.4640534818,3,"[26, 19, 20]",4.5,87,113 S Hyde Park Ave,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chantillycak278953827268,Chantilly Cakes,33771.0,27.895348,-82.726814,40,[48],5.0,48,13533 65th St N,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
charannstave279957825831,Charanns Tavern,33615.0,27.995757,-82.5831536204,3,[37],3.5,104,6748 Memorial Hwy,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
charleysamer280250825112,Charley's American Bar & Restaurant,33614.0,28.0250562,-82.5112055,3,[37],4.5,11,4030 W Waters Ave,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
charleyschee279637825207,Charleys Cheesesteaks,33607.0,27.963716,-82.520724,3,[37],3.5,6,2223 N Westshore Blvd Spc FC-201,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
charleyschee396319861198,Charleys Cheesesteaks,46142.0,39.63191,-86.1198,844,[37],3.5,8,1251 US 31 N,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charleysgril279651825212,Charley's Grilled Subs,33607.0,27.9651160784,-82.5212047678,3,[37],2.5,11,"2223 N West Shore Blvd, Ste Fc201",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
charleysphil278940827648,Charleys Philly Steaks -Largo,33771.0,27.8940584,-82.7648418,40,[27],2.0,24,9080 Ulmerton Rd,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charleysphil279321823258,Charleys Philly Steak,33511.0,27.9321346,-82.3258237,22,[37],2.5,10,509 Brandon Town Ctr Mall,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
charleysphil279859821221,Charleys Philly Steaks - Plant City,33566.0,27.985918,-82.122176,104,[27],3.0,25,2615 James L Redman Pkwy,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charleysphil280177827327,Charleys Philly Steaks,33761.0,28.017744,-82.732772,21,[37],2.5,11,"27001 US Hwy 19, Ste 2085",1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
charleysphil281871823512,Charleys Philly Steaks,33543.0,28.1871324,-82.3512269,50,[37],3.0,30,"28152 Paseo Dr, Ste 190",1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
charleysphil299213900416,Charley's Philly Steaks,70053.0,29.92136,-90.04164,743,[37],2.5,6,197 Westbank Expy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charleysstea279515825195,Charley's Steak House,33607.0,27.951538,-82.519544,3,[28],4.0,908,4444 West Cypress Street,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
charliebrown399133753417,Charlie Brown's Steakhouse,19064.0,39.9133674,-75.3417292,374,[37],3.0,72,1001 Baltimore Pike,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
charliemilli278721827867,Charlie & Millie's Pizza House,33778.0,27.8721957,-82.7867664,40,[26],4.0,126,10953 Seminole Blvd,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
charliesmark280103824300,Charlie's Market,33610.0,28.0103596,-82.4300416,3,[48],3.0,9,2815 E Sligh Ave,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
charliespizz280472825165,Charlie's Pizza & Wings,33618.0,28.0472845,-82.5165025,3,"[26, 27]",4.0,54,4439 Gunn Hwy,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
charliesseaf277825827814,Charlie's Seafood Market,33709.0,27.7825118,-82.7814173,5,[48],4.0,5,8237 46th Ave N,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
charliesstjo283763822872,Charlie's St Joe Market,33525.0,28.376315,-82.287296,365,[48],4.0,5,31945 St Joe Rd,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
charliessush279658827875,Charlie's Sushi & Japanese Restaurant,33755.0,27.9658915,-82.7875025,21,[2],4.0,97,1200 Cleveland St,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
charmcityeat281434823343,Charm City Eats,33647.0,28.1434318,-82.3343375,3,"[48, 28]",4.0,11,,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
charthousexx279660825666,Chart House,33607.0,27.9660251,-82.5666463,3,[28],3.0,153,7616 W Courtney Campbell Causeway,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
chaseclubxxx279371824499,Chase Club,33602.0,27.9371077185,-82.4499254887,3,[37],4.5,11,401 Channelside Dr,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
chasseafoodx402322747708,Cha's Seafood,8618.0,40.2322234112,-74.7708347364,659,"[48, 28]",4.0,18,359 Pennington Ave,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
chatterboxfa280050827747,Chatterbox Family Restaurant,34698.0,28.00503,-82.774741,119,[37],4.5,18,405 Patricia Ave,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
chatterboxno280929827719,Chatterbox North Family Restaurant,34683.0,28.092988,-82.771996,61,[37],4.0,33,2836 Alt 19,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
cheapxxxxxxx279413824832,Cheap,33606.0,27.941332,-82.483224,3,[37],3.5,151,309 S Howard Ave,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1
checkersxxxx277130823731,Checkers,33573.0,27.7130217,-82.373124,141,[37],1.5,29,3854 Sun City Ctr,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx277698826790,Checkers,33711.0,27.7698013,-82.6790019,5,[37],2.0,21,100 34th Street S.,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx277705827308,Checkers,33707.0,27.7705876,-82.7308893,5,[37],2.0,15,6730 Central Ave,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
checkersxxxx278058827281,Checkers,33710.0,27.8058584,-82.7281918,5,[37],1.5,14,3775 66th St N,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx278288826475,Checkers,33702.0,27.8288583,-82.6475161,5,[37],1.5,10,6200 9th St North,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx278394827241,Checkers,33781.0,27.8394586628,-82.7241979,76,[37],2.0,16,6401 Park Blvd,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
checkersxxxx278462826881,Checkers,33781.0,27.8462721,-82.6881163,76,[37],1.0,15,8199 US Hwy 19 N,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
checkersxxxx278807828328,Checkers,33774.0,27.8807825982,-82.83281752,40,[37],2.0,9,14011 Walsingham Rd,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx278944827008,Checkers,33760.0,27.8944177,-82.7008625,21,[37],2.5,15,4909 Ulmerton Rd,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx279168827547,Checkers,33771.0,27.916887,-82.754722,21,[37],2.5,13,3150 East Bay Drive,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx279383823074,Checkers,33511.0,27.93833,-82.307497,22,[37],2.0,27,1520 W Brandon Blvd.,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx279393827869,Checkers,33756.0,27.9393589,-82.7869834,21,[37],3.0,9,1595 S Missouri Ave,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx279608827557,Checkers,33765.0,27.960862,-82.755759,21,[37],2.0,14,1972 Gulf-to-Bay Blvd,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx279613824021,Checkers,33605.0,27.9613315,-82.4021891,3,[27],1.5,11,4959 E Broadway,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
checkersxxxx279710824513,Checkers,33603.0,27.9710317,-82.4513897,3,[37],2.0,13,3002 N Nebraska Ave,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
checkersxxxx279810824906,Checkers,33607.0,27.9810721,-82.4906507,3,[37],1.5,14,2820 W Dr Martin Luther King Jr Blvd,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx279814827096,Checkers,33759.0,27.9814441919,-82.7096342453,21,[48],2.5,12,1610 McMullen Booth Road,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
checkersxxxx279818822851,Checkers,33584.0,27.9818567,-82.2851542,370,[37],1.5,18,603 Martin Luther King Blvd,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx279878821220,Checkers,33566.0,27.9878418,-82.1220816,104,[37],2.5,11,2405 Jim Redmond Pkwy,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
checkersxxxx279891827751,Checkers,33755.0,27.9891805,-82.7751048,21,[27],1.5,11,1877 Highland Ave N,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx279957824410,Checkers,33610.0,27.9957827,-82.441068,3,[37],1.5,12,1615 E Hillsborough Ave,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx279969825645,Checkers,33615.0,27.9969445495,-82.5645422589,3,[37],2.0,25,7545 W Hillsborough Ave,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx280257824598,Checkers,33604.0,28.0257155,-82.4598851,3,[37],1.5,13,107 W Waters Ave,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx280293823937,Checkers,33617.0,28.0293092,-82.3937295,156,[37],3.5,9,8800 N 56th Street,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
checkersxxxx280540824415,Checkers,33612.0,28.0540536,-82.4415388,3,[37],1.5,7,1509 E Fowler Ave,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
checkersxxxx280741827383,Checkers,34684.0,28.0741738689,-82.7383559612,61,[37],3.0,18,33225 US Hwy 19 N,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx280806824313,Checkers,33613.0,28.0806977,-82.4313585,3,[37],2.0,17,2598 Bearss Avenue East,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx280939825015,Checkers,33618.0,28.0939654,-82.5015317,3,[37],2.0,15,3418 Hoedt Rd,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx281807827414,Checkers,34691.0,28.180757,-82.741497,195,[37],3.0,14,1501 US Highway 19,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx282178826920,Checkers,34653.0,28.217864008,-82.6920279,228,[37],2.5,12,7415 State Road 54,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx283307826653,Checkers,34669.0,28.3307027,-82.6653274,327,[48],3.0,18,9014 State Road 52,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx284634825414,Checkers,34608.0,28.4634734965,-82.5414275005,20,[37],2.0,22,2137 Mariner Blvd.,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
checkersxxxx284911825991,Checkers,34606.0,28.4911641252,-82.5991885364,20,[37],3.0,8,4232 Commercial Way,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
checkersxxxx402199747657,Checkers,8608.0,40.2199026,-74.7657432,659,[48],4.5,8,14 S Warren St,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
checosrestau280480823943,Checo's Restaurant and Deli,33617.0,28.0480844,-82.3943436,156,[52],4.0,6,10918 N 56th St,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
cheddarbiscu278937822684,Cheddar Biscuit,33596.0,27.8937386,-82.2684339,110,[37],3.0,8,1020 Bloomingdale Ave,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
cheddarsscra278397826902,Cheddar's Scratch Kitchen,33781.0,27.8397406089,-82.6902151606,76,[37],3.5,230,4101 Park Blvd N,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1
cheddarsscra279157827274,Cheddar's Scratch Kitchen,33760.0,27.915771,-82.7274858,21,[37],3.5,186,2655 Roosevelt Blvd,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
cheddarsscra279225823251,Cheddar's Scratch Kitchen,33511.0,27.922537023,-82.3251074005,3,[37],3.0,150,11135 Causeway Blvd,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
cheddarsscra280489825050,Cheddar's Scratch Kitchen,33618.0,28.048990114,-82.505071509,3,[37],3.5,243,11004 N Dale Mabry Hwy,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1
cheddarsscra281918823939,Cheddar's Scratch Kitchen,33559.0,28.1918648,-82.3939292164,159,[37],3.5,285,2391 Sun Vista Dr,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1
cheercounsel279560823126,Cheer Counseling,33511.0,27.956046,-82.3126294,22,[26],1.0,5,339 E Robertson St,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cheersxxxxxx282290822115,Cheers 54,33541.0,28.2290309,-82.2115556,201,[37],2.5,6,36616 State Rd 54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
cheeseborosk402437747756,Cheeseboro's Kitchen,8618.0,40.2437028,-74.7756283,659,[28],4.5,12,1080 Pennington Rd,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheesedreams284933825409,Cheese Dreams,34608.0,28.4933285,-82.5409778,20,[48],5.0,5,4275 Mariner Blvd,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cheeseplease279163824943,Cheese Please,33629.0,27.916398,-82.494365,3,[48],5.0,158,"3225 S MacDill Ave, Ste 103",1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
cheesesteakf281001827389,Cheesesteak Factory,34684.0,28.1001086,-82.738944,61,[37],5.0,6,36055 US Hwy 19 N,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
cheesezzzxxx280204827358,Cheese ZZZ,33761.0,28.020447,-82.735898,21,[26],2.5,13,2440 State Rd 580,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
cheezysbistr279614824427,Cheezy's Bistro & Speakeasy,33605.0,27.961416,-82.4427268,3,[19],2.0,7,1909 N 15th St,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
chefinspired279195824957,Chef Inspired Popcorn Company,33606.0,27.9195324,-82.4957912,3,[48],4.0,21,"3204 W Bay To Bay Blvd, Ste A",0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chefkenssmok281932826987,Chef Ken's Smokehouse BBQ,34655.0,28.1932090232,-82.6987246424,228,[48],3.5,37,2318 Seven Springs Blvd,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
cheflixxxxxx280371826572,Chef Li,34677.0,28.0371804259,-82.6572794473,261,"[1, 10]",4.0,168,"4013 Tampa Rd, Ste 16",1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
chefnelsonsc280721827682,Chef Nelson's Cake Studio,34683.0,28.0721152,-82.7682346,61,[48],4.5,6,969 Virginia Ave,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chefonthebay279525827244,Chef On The Bay,33759.0,27.9525591,-82.7244027,21,[48],5.0,9,100 Hampton Rd,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chefscafexxx284354826382,Chef's Cafe,34606.0,28.435428,-82.638231,20,[19],4.5,17,120 Commercial Way,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
chefthaisush279326825063,Chef Thai & Sushi,33629.0,27.9326118,-82.5063215,3,[4],3.5,148,"1155 S Dale Mabry Hwy, Ste 22",1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
chefthebaker278698826954,Chef & The Baker,33762.0,27.8698230318,-82.6954651538,21,[48],4.5,9,4521 107th Cir N,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheftonymaca280119824601,Chef Tony Macaroni,33604.0,28.011989,-82.4601919,3,[19],5.0,5,6918 N Florida Ave,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
chenchaychol402068747500,Chencha Y Chole,8611.0,40.2068840064,-74.7500518709,659,[14],4.5,31,865 S Broad St,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
