id,business_id,name,address,city,state,postal_code,latitude,longitude,categories,stars,review_count,is_open,delivery,takeout,outdoor_seating,drivethrough,wheelchair_friendly,alcohol_beverage,dancing,catering,counter_service,seating,dogs_allowed,bike_parking,parking,breakfast,lunch,dinner,dessert,casual,romantic,formal,trendy,with_reservation,live_entertainment,groups,kids_friendly,wifi,bar_onsite,credit_cards
theslugwinea280692826339,tiS2b45jLTEyJiIHkVJdJw,The Slug Wine and Spirits Bar,12950 Racetrack Rd,tampa,FL,33689,28.069263,-82.633967,['food'],3.5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
williejewell277916823291,01_VHKfqXzMXpnCm8Y_InQ,Willie Jewell's Old School Bar-B-Q Big Bend,10787 Big Bend Rd,riverview,FL,33579,27.791641,-82.329139,['restaurants'],3.5,79,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
hongkongcity279724827466,lsgslT1Ho5FsFLSeCJW3fw,Hong Kong City,2198 NE Coachman Rd,clearwater,FL,33765,27.9724802,-82.74669,"['restaurants', 'chinese']",3.5,27,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
thethreecoin280159824514,M2ZrrqseHE5xssUrOL0Gtg,The Three Coins Diner,7410 N Nebraska Ave,tampa,FL,33604,28.0159759,-82.4514757,['restaurants'],4.0,341,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
kfcxxxxxxxxx280183827759,dMWdmZn_H3ym8zeaY90D6w,KFC,956 Patricia Ave,dunedin,FL,34698,28.0183633,-82.775949446,"['chicken wings', 'restaurants']",2.0,27,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
pollotropica278442827947,aj_NoNaOIdTjB7Rzl7lEIA,Pollo Tropical,7893 - 113 Street,seminole,FL,33772,27.8442486,-82.7947666,"['restaurants', 'caribbean', 'latin american']",2.5,41,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
tanyamattsic280968825038,a_ts6C7QntisENtyitJRBw,Tanya & Matt's Ice Cream,15742 N Dale Mabry Hwy,tampa,FL,33618,28.096816,-82.503885,['food'],4.0,111,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sugardarling281236827423,BA5IAh2u7r6ImbHWdHpOKA,Sugardarlings Cupcakes,865 E Klosterman Rd,tarpon springs,FL,34689,28.123608,-82.742341,['food'],5.0,9,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jimmyguanasx278823828476,zYu2D8FzczailDkEMURExg,Jimmy Guana's,401 2nd St,indian rocks beach,FL,33785,27.8823519,-82.8476129,"['restaurants', 'seafood']",3.0,170,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
rinconguatem279812824684,w0eMUGG8nLtQBSnCbURbZQ,Rincon Guatemalteco,708 W Dr Martin Luther King Jr Blvd,tampa,FL,33603,27.9812500629,-82.4684009612,"['latin american', 'restaurants', 'mexican']",4.5,23,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
mcdonaldsxxx278214827289,g_0U8kzf5iTMJ-I9E3MWlA,McDonald's,5464 66th St N,st. petersburg,FL,33709,27.8214215199,-82.7289658785,"['restaurants', 'food']",2.0,32,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
maikelbakery280262825620,kl1vPc0N7t4NPRhOD1LLrA,Maikel Bakery,7331 W Waters Ave,tampa,FL,33634,28.0262275,-82.5620547,"['restaurants', 'food']",2.5,21,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newyorknewyo280468825050,ENFmfflwE7qo0jvTUxWjVw,New York New York Pizza - Carrollwood,10434 N Dale Mabry Hwy,tampa,FL,33618,28.046817,-82.505051,"['pizza', 'italian', 'restaurants']",4.0,96,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
petesbagelsx277704826656,YwglietQ41y_GVlnO9eBPA,Pete's Bagels,2361 1st Ave S,st. petersburg,FL,33712,27.7704296932,-82.665601708,['food'],3.5,28,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ohanamediter280126827323,k_Vm-dsQLJaTnKe9LHtTCw,Ohana Mediterranean Eatery,2543-4 Countryside Blvd,clearwater,FL,33761,28.0126242,-82.7323941,"['restaurants', 'mediterranean']",5.0,13,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
adryanaslati280163821228,yZ3FKyHefLg-6PU16QeUew,Adryana's Latin & Italian Cuisine,115 E Reynolds St,plant city,FL,33563,28.0163727,-82.1228016,"['italian', 'restaurants', 'latin american']",4.0,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
karmajuiceba279909826893,RQ2UTXJHtY8UWDBNLYVMCw,Karma Juice Bar And Eatery,201 Main St,safety harbor,FL,34695,27.9909625359,-82.6893534259,"['food', 'vegetarian', 'restaurants']",4.5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thorntonsxxx278950827617,6nK9H1MtMQeo3tKD_7Zqpg,Thorntons,8875 Ulmerton Rd,largo,FL,33771,27.895012,-82.76173,['food'],4.0,11,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pollotropica279610827485,7bKnlDsHNq9ul8ftEDWoBA,Pollo Tropical,2140 Gulf To Bay Blvd,clearwater,FL,33765,27.9610291,-82.7485678,"['restaurants', 'caribbean', 'latin american']",2.0,89,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
rooroosdiner278814827879,CsS21RMbu-fHJxbUhKCf9g,Roo Roo’s Diner,11934 Seminole Blvd,largo,FL,33778,27.8814953,-82.7879025,['restaurants'],4.5,12,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fjexpressxxx281842823509,M2rhg9utuIKW5evIDwt7fw,FJ Express,1832 Bruce B Downs Blvd,wesley chapel,FL,33543,28.1842032152,-82.3509505224,"['japanese', 'teppanyaki', 'restaurants']",3.5,11,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hungryhowies277658823945,dxexiQ58O06mgl9upWR7rw,Hungry Howie's Pizza & Subs,6104 N US Hwy 41,apollo beach,FL,33572,27.765888,-82.3945507,"['restaurants', 'italian', 'pizza', 'chicken wings']",3.5,13,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
buffalowildw278941827841,Ge71X_Evc-rtzD8ZXMYzOw,Buffalo Wild Wings,"10500 Ulmerton Rd, Ste 476",largo,FL,33771,27.8941849871,-82.7841552765,"['restaurants', 'chicken wings']",2.5,118,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
britsbritish283566826647,YbZookrZl4TYe3COc87iQQ,Brits British Pub and Eatery,13706 Little Rd,hudson,FL,34667,28.3566369,-82.6647368,"['irish', 'karaoke', 'fish & chips', 'restaurants']",4.0,75,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1
crispersxxxx279906826886,MFZvFcFy5nh_ZFOhEc9Dlw,Crispers,"100 Main St, Ste 101",safety harbor,FL,34695,27.9906244,-82.6886471,"['soup', 'food', 'restaurants']",3.5,45,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
baskinrobbin280322824243,DgeVBg0BKgZGtpQ85G5VGg,Baskin-Robbins,3203 E. Busch Blvd,tampa,FL,33604,28.0322979,-82.4243837,['food'],1.5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mcdonaldsxxx279109825067,3emutOUAcgDUtwiXGDnYGQ,McDonald's,3515 S Dale Mabry,tampa,FL,33629,27.9109136658,-82.5067133495,"['restaurants', 'food']",2.0,19,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
walmartsuper279970824397,nOry_Gpzt05z0yELmXBFcg,Walmart Supercenter,1720 E Hillsborough Ave,tampa,FL,33610,27.997098,-82.439745,['food'],2.0,26,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
dunedinfresh280044827757,ewkdfwqM47mtuk6NYoEYWw,Dunedin Fresh Market,390 Patricia Ave,dunedin,FL,34698,28.0044246,-82.775773,['food'],4.0,12,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
theflatteryx279261824563,3PdwRU4ZVgWbWIcwYktlxw,The Flattery,,tampa,FL,33606,27.926156,-82.4563199,"['food', 'pizza', 'restaurants']",4.0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
jirehrestaur402095747521,z5RwzAP8Xo10FVYdrrSEIg,Jireh Restaurant,687 S Clinton Ave,trenton,FL,08611,40.2095366,-74.7521545,"['latin american', 'restaurants', 'salvadoran']",4.0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jimmyjohnsxx279596827997,JURz-Y17Qhcg7N9Ow51OSA,Jimmy John's,553 S Fort Harrison,clearwater,FL,33756,27.9596995,-82.7997141,"['food', 'restaurants']",2.5,37,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
tampabayfood279995825267,ZvI9Ytqx_S_kahct3YzS0w,Tampa Bay Food Trucks,4901 W Rio Vista Ave,tampa,FL,33634,27.9995991,-82.5267619,['food'],4.5,9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thatsamorere279397824517,HLasBlWiSj9TH14Qf8Y1kw,That's Amore Restaurant,700 Harbour Post Dr,tampa,FL,33602,27.9397303212,-82.4517257614,"['restaurants', 'italian']",3.0,131,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
christinasre282503827180,f6FVvd1v7GAKv129GPnF7g,Christina's Restaurant,5821 Main St,new port richey,FL,34652,28.2503329,-82.7180549,['restaurants'],4.0,47,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
longhornstea278001823341,wlmzkpN3-otJCmtX9KVoNQ,LongHorn Steakhouse,12974 S US Hwy 301,riverview,FL,33578,27.8001428869,-82.3341567121,['restaurants'],3.5,42,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
saintsomewhe281459827530,iBtVe23EYetWRjwT3WQroQ,Saint Somewhere Brewing Company,312 E Tarpon Ave,tarpon springs,FL,34689,28.145966,-82.753098,['food'],4.0,20,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
deliiciousxx280432825932,J_FkKjScVhWM0FKF57DA8g,Deli-icious,9648 W Linebaugh Ave,tampa,FL,33626,28.043236,-82.593243,['restaurants'],4.5,35,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
panerabreadx402311751362,9lleZz_RSjUTeZIJ--OMFA,Panera Bread,1521 Main St,warrington,FL,18976,40.231195,-75.136214,"['soup', 'food', 'restaurants']",2.5,33,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
kimisicecrea278546823154,7xel1TMEUaK32yKYuWdx5w,Kimi's Ice Cream and Coffees,11270 Boyette Rd,riverview,FL,33569,27.8546332,-82.3154655,['food'],4.5,23,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
acapulcotaqu279524824926,sTfVZ9xo36tU8R5DnaCGkg,Acapulco Taqueria,1001 N Macdill Ave,tampa,FL,33607,27.952494,-82.4926884,"['food', 'restaurants', 'mexican']",4.5,303,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
lattitudesxx277883827856,Hhdi8kpTwpQI-iAfqKgxpw,Lattitudes,13205 Gulf Blvd,madeira beach,FL,33708,27.788352,-82.7856989,"['restaurants', 'seafood']",3.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appleberries279992821386,IzpyHmR5eXkF2C6CWvG1Nw,Apple Berries,"1701 S Alexander St, Ste 108",plant city,FL,33566,27.9992145,-82.1386382,"['restaurants', 'soup', 'food']",3.0,18,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
margaritasgr396046861564,yzkwRIFwdTGO8dUK1CIbOQ,Margarita's Grill,1675 W Smith Valley Rd,greenwood,FL,46142,39.6046426,-86.1564783,"['mexican', 'restaurants']",3.0,40,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
parlorhouseb280187827574,PU1glHLMIZwb0B4hRNtfHA,Parlor House Bistro,1757 Main St,dunedin,FL,34698,28.0187151058,-82.7574069479,"['restaurants', 'french']",5.0,88,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
frogvaporxxx281226827393,jTC2EOJ53I2QP_11ypqqfg,Frog Vapor,38593 US Hwy 19 N,palm harbor,FL,34684,28.1226615906,-82.739364624,['food'],4.0,18,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
thespotxxxxx278937827523,3k6hh9nZHcwEkI0ZYJsplw,The Spot 727,8228 Ulmerton Rd,largo,FL,33771,27.893701,-82.752309,['food'],5.0,6,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
walgreensxxx278931822425,wgkmk2FZJYPrths0KTVq9A,Walgreens,3405 Lithia Pinecrest Rd,valrico,FL,33596,27.893139055,-82.2425060194,['food'],1.5,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
villageinnxx279210823181,cSknwu7DA2QbbezL-hXbmQ,Village Inn,1995 W Lumsden Rd,brandon,FL,33511,27.921008,-82.318182,['restaurants'],3.0,69,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
bigapplebage281853824214,t99FUZpRk5eMd1G33T-05Q,Big Apple Bagels,"23908 State Road 54, Unit 1",lutz,FL,33559,28.1853072,-82.4214836,"['food', 'restaurants']",4.0,105,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
smoothieking280803825775,TXKsettXQVYQeSLnT6214w,Smoothie King,7873 Gunn Hwy,tampa,FL,33626,28.080395,-82.577515,['food'],3.5,12,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
burgerkingxx278387827275,0JX2lHSYOr18lwZqZ_BIWQ,Burger King,6590 Park Blvd,pinellas park,FL,33781,27.8387485,-82.7275498,['restaurants'],2.5,19,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
losamigosres277240824329,642IgLN1a8kjDIeAkaps1A,Los Amigos Restaurant,17 7th Ave NE,ruskin,FL,33570,27.7240414286,-82.4329638891,"['mexican', 'restaurants']",4.5,283,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1
tatespizzaxx279135825264,hA_21KNZ-qpA23hN4_txqQ,Tates Pizza,3342 S W Shore Blvd,tampa,FL,33629,27.9135743,-82.5264264,"['pizza', 'italian', 'food', 'restaurants']",3.0,97,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
parksidecafe278461827003,fOStJUhq7V-qE8RL6xepDw,Parkside Cafe,8180 49th St N,pinellas park,FL,33781,27.84619,-82.70033,"['seafood', 'restaurants', 'food']",4.0,120,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
abcpizzahous280144821375,7Us4mR7VvyuOmDBIwQj6RQ,A B C Pizza House,114 N Alexander St,plant city,FL,33563,28.01447,-82.1375755,"['restaurants', 'pizza']",3.5,29,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
marialiciasm279657827987,VMifAauLVNeqeg-QnCGP4A,Marialicias Mexican Restaurant,530 Cleveland St,clearwater,FL,33755,27.9657747139,-82.798771055,"['restaurants', 'mexican']",3.0,27,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
redrobingour279323823260,cNH8949aoGjotaR1LvbGPw,Red Robin Gourmet Burgers and Brews,450 Brandon Town Center Mall,brandon,FL,33511,27.9323110069,-82.3260788749,"['food', 'restaurants']",3.0,208,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
crepesyourwa279646825206,x-64ogehwhEXOfo_NEE5mw,Crepes Your Way,2223 N West Shore Blvd,tampa,FL,33607,27.9646718,-82.5206425,"['food', 'restaurants']",4.5,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madisonresta282240827159,P28VWwGG0IzYD3mA-Lg06A,Madison Restaurant,5934 Trouble Creek Rd,new port richey,FL,34652,28.2240196,-82.7159566,"['restaurants', 'food']",3.5,55,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
popeyeslouis277115823753,ijnHrV9zqytI_XGe1K4sPA,Popeyes Louisiana Kitchen,3763 Sun City Center Blvd,sun city center,FL,33573,27.7115929147,-82.3753256841,"['restaurants', 'chicken wings']",1.5,45,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
arbysxxxxxxx395850861008,mh0q9Vid4Rv878tKK6RoPg,Arbys,2140 US Hwy 31 S,greenwood,FL,46143,39.585082,-86.100882,['restaurants'],2.5,9,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
chinawokxxxx396131860834,LMahsH7Iy9d3MT3ez_CmCQ,China Wok,"200 S Emerson Ave, Ste C",greenwood,FL,46143,39.6131742,-86.0834539,"['chinese', 'restaurants']",3.5,22,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
wendysxxxxxx281943823931,RQotDbOxEef_GObCs3982A,Wendy's,25600 Sierra Center Blvd,lutz,FL,33559,28.1943421,-82.3931741,['restaurants'],1.0,17,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vintagewinec279367825029,jXD9rVemQyEHLv0IWGf10w,Vintage Wine Cellars,3629 Henderson Blvd,tampa,FL,33609,27.936776899999998,-82.50291730000001,['food'],4.5,17,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
crabshackxxx282695827243,G7353dWcPSSbbGAAkPt9Tg,Crab Shack,5430 Baylea Ave,port richey,FL,34668,28.2695086,-82.7243244,"['restaurants', 'seafood']",3.0,69,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
valefoodcoxx279486824581,vdv_HaU7ZIID12KB9mG9Vw,Vale Food Co,501 N Franklin St,tampa,FL,33602,27.9486611,-82.4581385,"['poke', 'food', 'restaurants']",3.5,118,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
islandjerksh279812822929,RKtaYk92YbOs7pZo1o3GQA,Island Jerk Shack,1202 W Dr Martin Luther King Jr Blvd,seffner,FL,33584,27.9812086,-82.2929387,"['restaurants', 'caribbean']",4.5,32,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
izakayatorix279417825052,QboMIy08NLnBbLXEsmnDHg,Izakaya Tori,"310 S Dale Mabry Hwy, Ste 160",tampa,FL,33609,27.9417952,-82.5052643,"['japanese', 'ramen', 'restaurants']",4.5,184,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1
hirostokyost278199826391,zwBOs4n8wfO6Ccg6G5c5hw,Hiro's Tokyo Steakhouse & Sushi Bar,5250 4th St N,st. petersburg,FL,33703,27.8199411,-82.6391262,['restaurants'],2.5,114,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
dunkinxxxxxx281939827405,JaBxw6oXYaizlh5Y_DoKkg,Dunkin',2409 US Hwy 19,holiday,FL,34691,28.1939528,-82.7405933,['food'],2.0,18,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
mexicanresta362523867166,w5Q_dmk9r4AaS_DvPHxJow,"Mexican Restaurant And Tortilleria ""La Milpita""",903 Gallatin Pike S,madison,FL,37115,36.2523984,-86.7166212,"['restaurants', 'mexican']",4.5,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
theblackpear280118827894,ZbvSN-_WutRkxhO_abGR2g,The Black Pearl,315 Main St,dunedin,FL,34698,28.0118776,-82.7894356,"['restaurants', 'french']",4.5,328,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1
chancysxxxxx280398821048,NUGDAOHkIovwn0hmts-C8A,Chancy's,2509 N Park Rd,plant city,FL,33563,28.039822,-82.104878,"['seafood', 'restaurants']",4.0,13,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
picklebarrel278592827871,ndgereoj013wm-pyO5B-VA,Pickle Barrel Deli,9520 Seminole Blvd,seminole,FL,33772,27.8592975,-82.7871526,['restaurants'],4.0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
dunkinxxxxxx278995823559,RWnrlVDBTWRUaNXwwcoCLQ,Dunkin',9020 Progress Blvd,riverview,FL,33578,27.8995816,-82.3559753,"['food', 'restaurants']",1.5,13,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
firstwatchxx280139827334,IDU-TR01EtRLCMvI_CcOyQ,First Watch,2539 Countryside Blvd,clearwater,FL,33761,28.01398,-82.73348,['restaurants'],4.0,165,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
skaraagreekt280362826579,gRCqn6UOpcxiOZ2T7UZhRw,SKARA A Greek Taverna,3980 Tampa Rd,oldsmar,FL,34677,28.036298,-82.657912,"['greek', 'restaurants']",1.5,11,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
southernseaf279137825267,UzVplwpLiffTIxhLbSnlzw,Southern Seafood,3343 S West Shore Blvd,tampa,FL,33629,27.9137341,-82.526722,"['seafood', 'restaurants', 'food']",4.5,36,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
auntieannesp279333823260,8iwHNfwFISliQNJhrD4SFQ,Auntie Anne's Pretzels,459 Brandon Town Ctr,brandon,FL,33511,27.933395,-82.326078,"['restaurants', 'food']",3.0,13,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chinakingxxx278581828323,Wf-TBQspZjvPW-ye5J4GNA,China King,9394 Oakhurst Rd,seminole,FL,33776,27.8581622,-82.8323373,"['chinese', 'restaurants']",3.5,21,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
nicolasdonut280329824682,sF0QuOuySsTEbYbIbu3bww,Nicola's Donut Shop,902 W Busch Blvd,tampa,FL,33612,28.032998,-82.468265,"['restaurants', 'food']",4.5,143,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jspizzaeffec280731827372,hbu99aFDn_iYKDSZNQOr3A,J's Pizza Effect,33135 US Hwy 19 N,palm harbor,FL,34684,28.0731892,-82.7372698,"['pizza', 'italian', 'chicken wings', 'restaurants']",3.5,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
kfcxxxxxxxxx280760827396,Pt2ki6tgWlh8hW47P1ebKA,KFC,33420 US Highway 19 N,palm harbor,FL,34684,28.0760879496,-82.7396508883,"['chicken wings', 'restaurants']",2.0,17,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
hernandobeac284896826510,PXDLSN8Fg-YQmwGprVrRyA,Hernando Beach Tropical Grille,4139 Shoal Line Blvd,hernando beach,FL,34607,28.489677,-82.651001,"['restaurants', 'seafood']",4.0,106,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1
friedricekin280029824591,ZXVt7UdbQDK_bl9SoybwFw,Fried Rice King,6117 N Florida Ave,tampa,FL,33604,28.0029598,-82.4591083,"['restaurants', 'chinese']",3.5,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taiwanexpres278408823807,loAb0KBG_wnUclXqfVX9-Q,Taiwan Express Chinese Restaurant,11022 US Hwy 41 S,gibsonton,FL,33534,27.8408709224,-82.3807048425,"['chinese', 'restaurants']",4.0,33,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
southernchar298906900348,0k98fRZ0G1ZVfPrKA_lCVw,Southern Charm,2020 Belle Chasse Hwy,gretna,FL,70056,29.8906279,-90.0348126,"['seafood', 'restaurants']",4.0,42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
